restaurant,city,features
"Moran's (CLOSED)", "new_orleans", "Wheelchair_Access Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Romantic Italian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Berdou's ``The Original''", "new_orleans", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Relaxed_Senior_Scene Private_Rooms_Available No_Reservations Seafood Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"IMPASTATO'S", "new_orleans", "Wheelchair_Access Private_Rooms_Available Italian Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"RIB ROOM", "new_orleans", "Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Relaxed_Senior_Scene Very_Busy_-_Reservations_a_Must Power_Brokers Great_for_People_Watching Private_Rooms_Available Classic_Hotel_Dining Entertainment Fine_for_Dining_Alone Open_for_Breakfast American Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"BLUEBIRD CAFE", "new_orleans", "Open_on_Mondays Open_on_Sundays Open_for_Breakfast Credit_cards_are_not_accepted Po'_Boys Other_Quick_Food Excellent_Food Good_Service Good_Decor below_$15"
"COFFEE POT", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Late_Night_Menu Fine_for_Dining_Alone Focus_on_Dessert Fountain_and_Ice_Cream Open_for_Breakfast Coffee_Shops Excellent_Food Good_Service Excellent_Decor below_$15"
"HOME PLATE INN", "new_orleans", "Open_on_Mondays Open_on_Sundays Quirky No_Reservations Credit_cards_are_not_accepted Po'_Boys Other_Quick_Food Good_Food Good_Service Fair_Decor below_$15"
"LITTLE TOKYO", "new_orleans", "Open_on_Mondays Open_on_Sundays No_Reservations Japanese Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"MIKE'S ON THE AVENUE", "new_orleans", "Good_Food Good_Service Good_Decor $15-$30"
"UGLESICH", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Quirky No_Reservations Credit_cards_are_not_accepted Seafood Extraordinary_Food Good_Service Fair_Decor below_$15"
"BRICK OVEN CAFE", "new_orleans", "Italian Good_Food Good_Service Good_Decor $15-$30"
"MONA LISA", "new_orleans", "For_the_Young_and_Young_at_Heart Open_on_Mondays Open_on_Sundays Up_and_Coming Fine_for_Dining_Alone Italian Excellent_Food Excellent_Service Good_Decor below_$15"
"Mandich", "new_orleans", "Wheelchair_Access Quirky No_Reservations Down-Home_Creole Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"VIC'S KANGAROO CAFE", "new_orleans", "Good_Food Good_Service Good_Decor $15-$30"
"BAYOU RIDGE CAFE", "new_orleans", "Open_on_Mondays Open_on_Sundays Power_Brokers Great_for_People_Watching Up_and_Coming No_Reservations Hip_Place_To_Be Fine_for_Dining_Alone Continental Pizza Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Constantin's (CLOSED)", "new_orleans", "Open_on_Mondays Open_on_Sundays Dining_Outdoors Hip_Place_To_Be Game Creative Haute_New_Orleans Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"R & O PIZZA PLACE", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Open_on_Mondays Open_on_Sundays Up_and_Coming Game Credit_cards_are_not_accepted Pizza Po'_Boys Other_Quick_Food Extraordinary_Food Excellent_Service Fair_Decor below_$15"
"BRIGHT STAR", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays No_Reservations Open_for_Breakfast Down-Home Excellent_Food Excellent_Service Fair_Decor below_$15"
"SAL & JUDY'S", "new_orleans", "Open_on_Mondays Open_on_Sundays Italian Near-perfect_Food Excellent_Service Good_Decor $15-$30"
"BRUNING'S SEAFOOD RESTAURANT", "new_orleans", "Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Rooms_Available No_Reservations An_Historic_Spot Special_Brunch_Menu Seafood Excellent_Food Excellent_Service Good_Decor $15-$30"
"ROCKY & CARLOS", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Quirky No_Reservations Late_Night_Menu Credit_cards_are_not_accepted Italian Excellent_Food Good_Service Fair_Decor below_$15"
"MIKE ANDERSON'S", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties No_Reservations Fine_for_Dining_Alone Seafood Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"VENEZIA", "new_orleans", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Private_Parties No_Reservations Italian Pizza Excellent_Food Good_Service Fair_Decor below_$15"
"FLAMBEAU'S FLAMIN' CHICKEN", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Private_Parties No_Reservations Credit_cards_are_not_accepted Po'_Boys Other_Quick_Food Good_Food Good_Service Fair_Decor below_$15"
"THAI PEPPER CAFE", "new_orleans", "Thai Good_Food Good_Service Good_Decor $15-$30"
"COPELAND'S", "new_orleans", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties No_Reservations Late_Night_Menu Special_Brunch_Menu Cajun Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"DANTE STREET DELI", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Open_on_Mondays Open_on_Sundays Dining_Outdoors No_Reservations Health_Conscious_Menus Special_Brunch_Menu Deli Excellent_Food Good_Service Good_Decor below_$15"
"Seb's (CLOSED)", "new_orleans", "Wheelchair_Access Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Private_Parties Entertainment Special_Brunch_Menu Continental Extraordinary_Food Excellent_Service Extraordinary_Decor $15-$30"
"CHEHARDY'S", "new_orleans", "Wheelchair_Access Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Relaxed_Senior_Scene Power_Brokers Up_and_Coming Continental Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CUCO'S", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles No_Reservations Mexican Good_Food Excellent_Service Good_Decor below_$15"
"JOEY K'S", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Private_Parties No_Reservations Traditional Down-Home_Creole Good_Food Excellent_Service Good_Decor below_$15"
"MR. B'S", "new_orleans", "Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Place_for_Singles Very_Busy_-_Reservations_a_Must Power_Brokers Great_for_People_Watching Entertainment Fine_for_Dining_Alone Weekend_Jazz_Brunch Special_Brunch_Menu Haute_New_Orleans Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"NEW YORK PIZZA", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles No_Reservations Credit_cards_are_not_accepted Pizza Excellent_Food Good_Service Fair_Decor below_$15"
"OAK ALLEY PLANTATION", "new_orleans", "Open_on_Mondays Open_on_Sundays Private_Rooms_Available An_Historic_Spot Cajun Good_Food Good_Service Excellent_Decor $15-$30"
"CHART HOUSE", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Dining_Outdoors No_Reservations Late_Night_Menu An_Historic_Spot Fine_for_Dining_Alone American Oyster_Bars Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"BETSY'S PANCAKE HOUSE", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Private_Parties Up_and_Coming Open_for_Breakfast Po'_Boys Other_Quick_Food Excellent_Food Good_Service Good_Decor below_$15"
"KOLB'S GERMAN RESTAURANT", "new_orleans", "Good_for_Younger_Kids Wheelchair_Access Open_on_Mondays Open_on_Sundays Private_Rooms_Available No_Reservations An_Historic_Spot Game Entertainment German Good_Food Excellent_Service Excellent_Decor $15-$30"
"FITZGERALD'S", "new_orleans", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Rooms_Available No_Reservations Fine_for_Dining_Alone Oyster_Bars Seafood Good_Food Good_Service Good_Decor $15-$30"
"THE DAKOTA", "new_orleans", "Haute_New_Orleans Good_Food Good_Service Good_Decor $15-$30"
"Castillo's", "new_orleans", "Excellent_Food Good_Service Good_Decor below_$15"
"RALPH & KACOO'S", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Rooms_Available No_Reservations An_Historic_Spot Health_Conscious_Menus Fine_for_Dining_Alone Cajun Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"SERIO'S", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Power_Brokers No_Reservations Fine_for_Dining_Alone Credit_cards_are_not_accepted Traditional Po'_Boys Other_Quick_Food Good_Food Good_Service Fair_Decor below_$15"
"DI PIAZZA'S", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Very_Busy_-_Reservations_a_Must Great_for_People_Watching Private_Rooms_Available Private_Parties Hip_Place_To_Be Italian Good_Food Good_Service Good_Decor $15-$30"
"LEE'S HAMBURGERS", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Open_on_Mondays Open_on_Sundays Credit_cards_are_not_accepted Hamburgers Excellent_Food Good_Service Fair_Decor below_$15"
"Sharkey's Reef", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Private_Parties No_Reservations Dancing American Good_Food Good_Service Excellent_Decor $15-$30"
"LOUISIANA PIZZA KITCHEN", "new_orleans", "For_the_Young_and_Young_at_Heart Open_on_Mondays Open_on_Sundays French_Bistro Pizza Extraordinary_Food Excellent_Service Excellent_Decor below_$15"
"STEAK KNIFE", "new_orleans", "Takeout_Available Open_on_Mondays Open_on_Sundays Steakhouses Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"PEKING DUCK HOUSE", "new_orleans", "Chinese Good_Food Good_Service Good_Decor $15-$30"
"CHARLIE'S DELICATESSEN", "new_orleans", "Open_on_Mondays Open_on_Sundays Credit_cards_are_not_accepted Deli Excellent_Food Good_Service Fair_Decor below_$15"
"Harold's Texas Barbecue", "new_orleans", "Excellent_Food Good_Service Fair_Decor below_$15"
"BRENNAN'S RESTAURANT", "new_orleans", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Romantic Very_Busy_-_Reservations_a_Must Power_Brokers Great_for_People_Watching Private_Rooms_Available Dining_Outdoors An_Historic_Spot Open_for_Breakfast Haute_Creole Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"MICHAUL'S LIVE CAJUN MUSIC RESTAURANT", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Rooms_Available Up_and_Coming Entertainment Dancing Cajun Fair_Food Good_Service Good_Decor below_$15"
"UPPERLINE", "new_orleans", "Wheelchair_Access Open_on_Mondays Open_on_Sundays Very_Busy_-_Reservations_a_Must Private_Rooms_Available Game Creative Haute_New_Orleans Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"ANGELO BROCATO", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Quirky Focus_on_Dessert Fountain_and_Ice_Cream Credit_cards_are_not_accepted Coffee_Shops Extraordinary_Food Excellent_Service Good_Decor below_$15"
"LA TAZZA", "new_orleans", "Credit_cards_are_not_accepted Coffee_Shops Good_Food Good_Service Good_Decor $15-$30"
"Charlie's Steak House", "new_orleans", "Wheelchair_Access Takeout_Available No_Reservations Steakhouses Excellent_Food Excellent_Service Fair_Decor $15-$30"
"La Cucaracha Cafe", "new_orleans", "Southwestern Excellent_Food Excellent_Service Good_Decor $15-$30"
"CAFE DEGAS", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties Dining_Outdoors No_Reservations Game Special_Brunch_Menu French_Bistro Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Olivier's", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties No_Reservations Down-Home_Creole Good_Food Good_Service Fair_Decor $15-$30"
"MOSCA'S", "new_orleans", "Very_Busy_-_Reservations_a_Must Quirky No_Reservations Credit_cards_are_not_accepted Italian Extraordinary_Food Excellent_Service Fair_Decor $15-$30"
"Popeyes", "new_orleans", "Credit_cards_are_not_accepted Excellent_Food Good_Service Fair_Decor below_$15"
"CAFE ISTANBUL", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties Quirky Up_and_Coming Late_Night_Menu Dancing Turkish Good_Food Good_Service Good_Decor $15-$30"
"METROPOLIS CAFE", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties Up_and_Coming Classic_Hotel_Dining Creative American Continental Excellent_Food Good_Service Excellent_Decor below_$15"
"RICK'S PANCAKE COTTAGE", "new_orleans", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Open_for_Breakfast Traditional Po'_Boys Other_Quick_Food Excellent_Food Good_Service Fair_Decor below_$15"
"CROISSANT D'OR PATISSERIE", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Dining_Outdoors No_Reservations Focus_on_Dessert Fountain_and_Ice_Cream Credit_cards_are_not_accepted Coffee_Shops Extraordinary_Food Good_Service Excellent_Decor below_$15"
"828 Gravier St. (bet. Baronne & Carondelet Sts.), 522-8198", "new_orleans", "Good_Food Good_Service Good_Decor $15-$30"
"BACK TO THE GARDEN", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays No_Reservations Health_Conscious_Menus Credit_cards_are_not_accepted Health_Food Excellent_Food Good_Service Fair_Decor below_$15"
"CAFE SAVANNA", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Dining_Outdoors No_Reservations Game Special_Brunch_Menu Down-Home Excellent_Food Excellent_Service Good_Decor below_$15"
"Miss Ruby's (CLOSED)", "new_orleans", "Open_on_Mondays Open_on_Sundays Down-Home_Creole Excellent_Food Good_Service Fair_Decor below_$15"
"ALLEN JAEGER'S", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Private_Rooms_Available No_Reservations Fine_for_Dining_Alone Oyster_Bars Seafood Good_Food Good_Service Fair_Decor below_$15"
"PEPPERMILL", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Relaxed_Senior_Scene No_Reservations Fine_for_Dining_Alone Special_Brunch_Menu Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"ALTAMIRA", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Private_Parties Quirky Up_and_Coming Entertainment Spanish Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"DECATUR HOUSE", "new_orleans", "Down-Home_Creole Good_Food Good_Service Good_Decor $15-$30"
"Cajun Cabin", "new_orleans", "Open_on_Mondays Open_on_Sundays Entertainment Dancing Cajun Excellent_Food Excellent_Service Excellent_Decor below_$15"
"GALATOIRE'S", "new_orleans", "Wheelchair_Access Good_Out_of_Town_Business Open_on_Mondays Open_on_Sundays Power_Brokers Great_for_People_Watching No_Reservations Need_To_Dress Hip_Place_To_Be An_Historic_Spot Credit_cards_are_not_accepted Haute_Creole Near-perfect_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"BELLA LUNA", "new_orleans", "Haute_Creole Good_Food Good_Service Good_Decor $15-$30"
"BAILEY'S", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays No_Reservations Late_Night_Menu Classic_Hotel_Dining Health_Conscious_Menus Open_for_Breakfast American Good_Food Good_Service Excellent_Decor $15-$30"
"ELENI", "new_orleans", "Greek Good_Food Good_Service Good_Decor $15-$30"
"HONFLEUR", "new_orleans", "Haute_Creole Haute_New_Orleans Good_Food Good_Service Good_Decor $15-$30"
"Giorgio's (CLOSED)", "new_orleans", "Wheelchair_Access Takeout_Available Open_on_Mondays Open_on_Sundays Up_and_Coming Italian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"Ruby Red's (CLOSED)", "new_orleans", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Open_on_Mondays Open_on_Sundays Place_for_Singles Quirky No_Reservations Late_Night_Menu Hamburgers Excellent_Food Good_Service Good_Decor below_$15"
"TANDOOR", "new_orleans", "Open_on_Mondays Open_on_Sundays Up_and_Coming Indian Excellent_Food Good_Service Good_Decor $15-$30"
"MUMFREY'S", "new_orleans", "Open_on_Mondays Open_on_Sundays Credit_cards_are_not_accepted Po'_Boys Other_Quick_Food Excellent_Food Good_Service Fair_Decor below_$15"
"LA CREPE NANOU", "new_orleans", "Wheelchair_Access Open_on_Mondays Open_on_Sundays Private_Parties No_Reservations Health_Conscious_Menus Entertainment French_Bistro Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Los Toros", "new_orleans", "Wheelchair_Access No_Reservations Mexican Excellent_Food Excellent_Service Fair_Decor $15-$30"
"Schweickhardt's (CLOSED)", "new_orleans", "For_the_Young_and_Young_at_Heart Takeout_Available Place_for_Singles Quirky No_Reservations Po'_Boys Other_Quick_Food Extraordinary_Food Excellent_Service Good_Decor below_$15"
"VISKO'S", "new_orleans", "Wheelchair_Access Open_on_Mondays Open_on_Sundays Private_Rooms_Available Private_Parties Dining_Outdoors No_Reservations Seafood Excellent_Food Excellent_Service Good_Decor $15-$30"
