restaurant,features
2356, 90 204 172 173 154 54 37 220 42 89 91 67 0
2357, 92 225 204 222 50 129 129 196 65 66 64 0
2358, 94 172 173 154 54 178 106 37 62 48 190 31 65 91 64 0
2359, 222 187 68 69 64 0
2360, 204 172 173 54 146 98 89 91 72 229
2361, 92 225 204 222 172 173 220 33 22 187 65 66 64 0
2362, 225 90 204 222 172 173 214 50 113 113 89 66 88 0
2363, 225 204 222 172 173 154 214 33 190 28 127 68 66 64 0
2364, 6 89 91 88 0
2365, 225 217 172 173 13 36 68 66 64 0
2366, 113 113 89 91 88 0
2367, 71 225 204 172 173 22 190 113 113 65 66 67 1
2368, 225 204 222 178 214 28 129 129 65 66 67 0
2369, 225 174 172 173 106 33 198 146 36 51 68 66 64 0
2370, 225 204 222 172 173 54 33 146 6 27 45 38 65 91 88 229
2371, 204 33 113 65 66 88 0
2372, 225 204 222 94 172 173 154 214 106 62 22 190 28 59 89 66 64 0
2373, 225 204 222 172 173 33 28 187 65 66 88 0
2374, 71 225 204 222 94 54 178 106 33 22 190 6 59 65 66 64 0
2375, 106 43 115 187 68 66 88 0
2376, 92 225 80 204 222 158 94 172 173 154 106 50 198 146 6 52 98 89 91 88 229
2377, 225 204 222 172 173 214 62 6 6 28 65 66 88 0
2378, 204 222 178 220 50 113 162 65 66 88 0
2379, 225 204 222 172 173 220 33 190 209 6 199 89 91 64 0
2380, 225 204 222 54 106 146 59 65 66 64 229
2381, 225 204 172 173 154 50 33 190 113 89 66 64 0
2382, 222 217 178 106 28 59 134 66 64 1
2383, 49 65 91 72 229
2384, 225 204 222 50 162 89 66 64 0
2385, 222 95 65 66 88 0
2386, 181 172 173 113 68 66 64 1
2387, 71 225 204 181 106 22 84 68 69 64 0
2388, 204 33 15 117 89 91 168 229
2389, 225 222 214 115 65 66 64 0
2390, 225 204 222 94 178 106 33 31 68 91 64 0
2391, 225 204 222 33 28 65 66 64 0
2392, 225 222 218 65 91 88 0
2393, 225 204 222 115 65 91 88 229
2394, 225 178 214 28 162 68 91 72 0
2395, 225 204 222 217 172 173 154 214 106 37 198 146 190 187 89 66 64 0
2396, 222 172 173 36 65 91 88 0
2397, 204 222 36 89 66 64 0
2398, 84 89 91 88 0
2399, 225 222 123 115 68 69 88 0
2400, 222 123 181 217 113 65 66 67 0
2401, 23 92 225 90 80 204 222 170 94 172 173 154 178 106 190 6 98 89 91 64 0
2402, 225 204 222 94 106 33 198 146 38 113 113 162 65 91 88 0
2403, 214 113 89 66 64 0
2404, 225 174 172 173 42 84 65 66 88 1
2405, 225 90 172 173 154 22 36 51 68 66 64 0
2406, 204 222 218 65 91 72 229
2407, 225 204 113 113 65 66 88 0
2408, 225 222 113 113 65 66 64 0
2409, 225 222 154 22 84 68 69 67 1
2410, 225 222 54 214 146 190 28 38 89 91 64 229
2411, 204 222 217 172 173 54 178 214 33 6 187 65 66 64 0
2412, 189 225 154 178 106 3 68 69 64 0
2413, 225 204 172 173 33 6 218 65 66 88 0
2414, 36 89 91 88 0
2415, 181 172 173 154 37 19 6 115 65 66 64 1
2416, 71 90 204 181 174 94 172 173 37 22 113 65 66 67 0
2417, 68 69 67 230
2418, 172 173 136 7 22 167 65 66 64 1
2419, 204 222 123 181 94 172 173 54 220 33 113 113 68 66 64 1
2420, 225 204 222 170 146 6 98 68 66 88 0
2421, 225 204 222 123 178 33 43 215 68 66 64 0
2422, 225 222 94 172 173 54 178 214 62 33 22 190 197 65 66 67 0
2423, 36 65 66 64 0
2424, 225 204 222 217 172 173 33 113 65 66 64 1
2425, 92 71 90 94 172 173 5 119 33 22 146 38 52 65 91 88 0
2426, 204 222 172 173 13 113 68 66 64 0
2427, 123 218 68 91 168 229
2428, 225 222 214 115 89 66 64 0
2429, 71 222 172 173 106 50 33 113 68 66 64 0
2430, 6 89 91 88 0
2431, 225 204 170 172 173 154 50 33 22 187 89 91 88 0
2432, 225 204 222 154 146 209 113 113 65 66 88 0
2433, 6 28 89 66 64 0
2434, 225 204 222 170 172 173 154 113 65 66 88 0
2435, 204 222 181 172 173 220 113 187 65 66 88 0
2436, 214 84 89 66 64 0
2437, 225 172 173 36 68 91 72 0
2438, 204 181 172 173 54 214 50 33 198 84 65 66 64 0
2439, 225 90 222 170 94 106 22 190 43 6 28 68 66 64 0
2440, 225 90 222 170 94 106 22 190 6 28 68 69 67 1
2441, 225 204 222 172 173 154 54 59 127 68 69 64 1
2442, 222 115 68 66 88 0
2443, 222 36 65 66 67 0
2444, 225 217 172 173 136 36 65 66 64 0
2445, 92 71 225 90 222 174 172 173 136 22 6 42 89 66 67 1
2446, 109 89 91 88 0
2447, 225 204 222 178 214 106 33 115 187 65 66 64 0
2448, 71 225 204 181 217 174 172 173 136 106 33 22 84 68 69 67 1
2449, 71 90 181 174 170 154 136 106 37 84 134 135 133 230
2450, 225 204 113 68 66 64 0
2451, 225 172 173 36 68 91 88 0
2452, 49 89 91 88 0
2453, 225 204 222 172 173 54 214 50 33 129 129 196 65 69 67 0
2454, 123 36 65 91 72 0
2455, 225 222 48 29 68 66 64 0
2456, 71 225 90 222 181 172 173 154 54 220 22 6 42 89 66 67 1
2457, 225 204 222 214 33 198 6 194 65 66 64 0
2458, 225 204 172 173 54 106 50 33 146 95 130 65 66 88 0
2459, 71 90 222 181 217 172 173 154 33 22 42 89 66 67 1
2460, 189 92 225 80 204 222 172 173 154 54 220 33 113 162 89 91 88 0
2461, 204 33 209 28 42 187 89 66 64 0
2462, 225 222 174 172 173 154 106 50 33 109 68 66 64 0
2463, 204 222 123 178 209 36 206 65 66 88 0
2464, 23 225 204 222 214 50 28 113 113 162 65 91 88 0
2465, 225 204 174 172 173 154 54 84 68 69 67 1
2466, 222 123 54 129 129 68 91 88 229
2467, 225 204 222 113 113 89 91 72 229
2468, 225 204 222 181 54 86 50 33 12 113 68 69 64 0
2469, 225 204 222 113 113 65 91 88 0
2470, 225 222 172 173 84 65 66 88 0
2471, 225 22 19 36 65 91 88 0
2472, 71 225 181 217 170 94 154 178 214 106 190 127 187 68 69 133 1
2473, 222 181 94 178 106 190 28 31 89 91 64 0
2474, 90 172 173 22 36 51 68 66 67 1
2475, 222 172 173 178 214 62 190 13 63 65 66 64 0
2476, 225 204 175 94 33 190 6 98 89 91 64 0
2477, 71 225 90 222 170 94 172 173 154 178 214 106 22 190 6 28 68 69 67 1
2478, 225 222 123 5 119 36 65 69 64 1
2479, 204 222 33 218 65 66 64 0
2480, 225 204 222 181 54 103 113 113 65 66 88 0
2481, 225 222 172 173 113 113 162 68 91 88 229
2482, 225 204 222 94 172 173 209 113 65 66 64 0
2483, 105 181 172 173 154 37 220 62 84 127 65 69 133 1
2484, 222 217 172 173 62 33 84 89 66 64 0
2485, 222 172 173 54 214 33 113 113 162 68 66 88 0
2486, 225 204 190 28 187 89 91 88 0
2487, 92 225 204 222 172 173 54 19 146 113 113 187 89 66 88 0
2488, 225 204 222 33 28 215 65 66 64 0
2489, 92 225 222 172 173 115 89 66 64 0
2490, 222 198 113 68 66 88 0
2491, 225 123 217 172 173 154 214 37 115 89 66 64 0
2492, 225 204 222 172 173 54 62 50 48 33 60 89 66 88 0
2493, 225 105 172 173 6 42 65 66 67 0
2494, 222 15 117 65 91 72 0
2495, 225 217 174 172 173 154 62 22 113 65 66 64 0
2496, 92 225 204 222 158 178 5 119 106 198 146 190 6 98 89 91 64 229
2497, 222 172 173 178 48 131 65 66 67 0
2498, 204 187 65 66 72 0
2499, 92 225 80 204 181 54 33 146 190 6 15 187 73 91 88 0
2500, 225 222 181 209 42 84 65 66 64 0
2501, 222 146 129 129 68 66 88 0
2502, 71 90 217 174 170 94 172 173 154 136 106 86 22 84 68 69 67 230
2503, 204 222 154 129 129 187 197 65 66 88 0
2504, 225 204 222 175 172 173 50 209 6 199 68 66 64 0
2505, 225 222 29 68 66 64 0
2506, 225 222 181 174 172 173 62 33 19 109 215 89 66 64 0
2507, 187 89 91 88 0
2508, 225 204 222 181 94 172 173 54 62 33 146 190 42 84 65 66 64 0
2509, 225 204 222 172 173 54 220 62 113 65 66 88 0
2510, 170 172 173 62 27 45 187 65 66 64 0
2511, 225 204 222 54 33 146 38 113 113 89 91 64 229
2512, 225 204 222 172 173 154 7 50 33 146 6 113 113 65 66 88 0
2513, 204 106 50 187 68 69 88 0
2514, 225 222 129 129 65 74 72 229
2515, 204 222 103 33 198 6 42 65 66 88 0
2516, 71 222 181 217 172 173 178 106 22 36 68 66 88 0
2517, 225 222 181 198 6 65 66 64 0
2518, 71 170 106 22 28 84 84 65 66 64 1
2519, 225 90 94 172 173 22 28 187 68 66 64 1
2520, 225 204 222 94 33 22 6 49 116 65 66 64 0
2521, 90 222 217 174 172 173 154 214 136 37 220 22 146 28 84 68 135 133 230
2522, 225 222 181 94 172 173 178 84 218 68 69 64 0
2523, 127 89 91 88 0
2524, 204 222 178 86 109 89 66 64 0
2525, 92 225 90 222 172 173 154 54 113 113 187 65 66 64 0
2526, 23 6 89 91 88 0
2527, 71 225 204 222 170 172 173 50 33 22 190 113 65 66 64 1
2528, 71 181 174 172 173 154 37 22 43 28 68 69 67 1
2529, 209 36 89 91 88 0
2530, 222 174 172 173 154 178 62 22 131 65 66 64 1
2531, 92 225 222 172 173 113 113 187 89 91 88 0
2532, 222 174 84 68 66 64 0
2533, 71 225 204 217 172 173 106 113 113 68 69 67 1
2534, 90 181 172 173 106 37 220 22 190 113 65 66 67 0
2535, 225 222 170 94 172 173 54 106 48 22 190 6 28 65 66 67 0
2536, 225 204 222 172 173 154 54 220 33 22 190 6 15 65 66 64 0
2537, 71 225 222 181 170 94 172 173 106 86 62 22 190 6 28 68 69 67 1
2538, 225 36 65 66 88 0
2539, 71 225 90 80 204 222 181 175 94 5 119 106 22 198 190 209 6 98 65 66 64 0
2540, 92 225 204 222 43 28 129 129 65 91 88 229
2541, 204 222 146 38 113 113 65 66 64 229
2542, 225 217 113 65 66 88 0
2543, 225 222 115 65 66 64 0
2544, 225 204 222 172 173 5 119 106 33 190 113 113 162 65 66 64 0
2545, 71 181 217 174 170 154 106 33 84 134 69 67 1
2546, 225 105 222 217 154 54 136 22 6 68 69 133 230
2547, 204 146 6 98 89 91 168 229
2548, 222 220 15 206 65 66 88 229
2549, 71 225 90 222 181 170 94 54 5 119 106 220 22 146 190 84 113 68 66 64 1
2550, 225 204 33 84 68 66 64 1
2551, 105 172 173 37 220 62 22 28 89 91 64 0
2552, 89 91 88 0
2553, 204 172 173 33 146 6 113 89 66 72 229
2554, 225 105 222 172 173 54 178 214 106 103 198 6 28 65 69 64 0
2555, 71 181 217 172 173 154 106 86 113 68 69 67 1
2556, 225 204 222 94 172 173 214 106 198 190 6 65 91 64 0
2557, 225 222 94 178 50 48 33 190 18 31 65 91 88 0
2558, 225 204 222 181 172 173 7 86 220 50 33 22 113 89 66 64 0
2559, 225 222 181 154 214 84 68 66 64 0
2560, 225 204 222 94 172 173 106 22 190 209 187 65 66 64 0
2561, 129 129 89 91 88 0
2562, 214 129 129 89 66 64 0
2563, 225 222 123 181 172 173 54 220 42 65 69 67 1
2564, 225 222 123 5 119 13 117 65 66 88 0
2565, 92 225 204 222 181 172 173 220 198 146 6 65 66 64 0
2566, 225 54 33 129 129 89 91 72 229
2567, 222 172 173 178 5 119 7 190 26 89 74 88 229
2568, 225 222 76 89 66 64 0
2569, 113 113 89 91 88 0
2570, 225 222 123 172 173 5 119 15 117 89 66 64 0
2571, 225 204 222 106 33 113 65 66 64 0
2572, 225 204 217 174 178 106 146 190 84 68 66 64 0
2573, 90 222 94 172 173 178 5 119 106 190 59 127 65 66 64 0
2574, 225 204 222 94 172 173 106 146 190 6 98 65 66 64 0
2575, 71 222 181 172 173 154 7 113 113 199 68 69 64 1
2576, 80 204 172 173 214 50 33 190 6 42 65 66 88 0
2577, 204 222 217 172 173 214 209 113 68 66 67 1
2578, 172 173 154 50 33 115 65 66 88 0
2579, 225 172 173 220 84 65 66 64 0
2580, 71 90 204 222 94 178 50 33 22 110 65 66 88 0
2581, 225 222 172 173 209 6 28 65 66 64 0
2582, 222 181 217 172 173 154 220 62 33 6 28 68 69 133 1
2583, 225 204 172 173 154 214 106 50 33 22 113 65 66 67 1
2584, 225 222 217 174 172 173 154 22 36 51 68 66 64 0
2585, 113 89 91 88 0
2586, 225 222 217 172 173 113 65 66 88 0
2587, 172 173 178 127 68 66 64 0
2588, 113 113 89 66 64 0
2589, 71 225 204 222 174 172 173 154 54 7 50 113 89 66 64 0
2590, 6 89 91 88 0
2591, 92 225 90 222 181 172 173 54 7 22 113 187 89 91 88 0
2592, 225 204 222 178 113 113 115 68 66 64 0
2593, 225 222 123 33 28 84 115 68 66 88 1
2594, 222 172 173 206 68 69 67 0
2595, 71 123 181 174 136 37 22 19 28 42 68 69 67 1
2596, 71 90 181 174 172 173 154 37 22 198 6 68 69 67 1
2597, 225 204 222 175 94 172 173 106 50 198 190 126 129 129 65 66 64 0
2598, 225 154 136 42 84 65 69 67 1
2599, 225 222 172 173 54 178 33 31 65 66 64 0
2600, 84 113 113 89 91 88 0
2601, 204 222 94 172 173 54 178 198 4 65 66 88 0
2602, 225 204 222 172 173 5 119 190 129 129 65 66 88 0
2603, 225 181 217 170 94 106 62 22 190 42 65 66 64 0
2604, 225 222 5 119 33 113 162 65 66 88 0
2605, 225 204 222 214 50 33 28 59 68 69 64 1
2606, 225 222 36 187 65 91 168 0
2607, 89 91 88 0
2608, 225 222 94 172 173 54 106 220 22 190 209 43 129 129 65 66 67 0
2609, 225 204 172 173 113 65 66 64 0
2610, 225 204 222 54 214 50 33 209 113 68 66 88 0
2611, 123 37 86 22 42 68 69 67 1
2612, 92 71 105 204 181 170 172 173 54 106 37 103 62 50 22 198 36 68 69 67 1
2613, 225 204 222 217 172 173 54 178 33 190 6 28 65 66 64 0
2614, 222 46 89 74 72 0
2615, 225 222 62 129 129 160 197 65 66 64 0
2616, 225 80 204 94 178 106 190 113 113 65 74 88 0
2617, 71 225 204 222 181 172 173 54 106 37 220 22 6 28 84 68 66 67 1
2618, 225 181 94 172 173 220 62 22 190 127 65 66 67 1
2619, 71 225 90 222 181 174 172 173 28 215 68 66 67 0
2620, 225 90 80 204 172 173 36 65 91 88 0
2621, 92 225 204 222 181 172 173 214 106 113 65 66 67 0
2622, 71 90 105 222 181 170 94 172 173 154 106 37 22 6 28 134 69 133 1
2623, 214 37 84 89 66 64 0
2624, 225 222 54 178 206 68 66 64 0
2625, 225 204 222 54 214 37 220 146 84 113 65 66 64 1
2626, 225 204 222 175 220 198 190 28 65 66 88 0
2627, 71 225 204 222 181 172 173 50 33 198 28 59 65 66 64 0
2628, 225 222 54 198 28 187 89 91 64 0
2629, 225 204 178 146 129 129 65 91 72 229
2630, 6 89 91 88 0
2631, 92 225 204 222 123 209 6 98 65 91 88 229
2632, 225 80 204 222 158 172 173 154 178 106 50 48 33 190 129 129 89 91 88 0
2633, 92 123 170 172 173 37 220 62 6 28 187 68 66 67 1
2634, 225 146 36 51 65 91 72 229
2635, 225 204 222 33 190 126 129 129 89 91 88 0
2636, 225 204 222 198 190 6 28 65 66 64 0
2637, 222 115 65 91 88 0
2638, 90 80 222 158 172 173 54 7 19 198 146 190 6 89 91 64 0
2639, 225 204 222 172 173 113 113 65 66 88 0
2640, 225 222 123 172 173 206 68 69 88 0
2641, 92 225 222 54 198 190 6 187 89 91 64 0
2642, 105 204 222 181 172 173 154 54 214 106 198 190 28 215 65 66 64 0
2643, 92 225 105 222 174 214 136 37 62 48 19 146 190 6 65 66 133 1
2644, 90 204 181 217 172 173 220 42 65 66 67 1
2645, 225 204 222 181 172 173 54 113 65 91 88 0
2646, 36 89 91 88 0
2647, 225 222 172 173 154 214 187 65 66 67 1
2648, 225 222 94 172 173 214 62 190 113 113 127 89 66 64 0
2649, 225 90 174 170 172 173 154 136 106 33 22 36 84 68 69 133 1
2650, 113 65 91 64 229
2651, 92 71 225 90 204 222 181 170 172 173 54 106 86 220 6 6 134 69 133 1
2652, 204 222 113 113 68 66 64 0
2653, 225 222 33 29 68 66 88 0
2654, 123 181 174 94 172 173 84 84 84 68 69 67 1
2655, 92 80 222 224 154 37 33 6 49 89 91 72 229
2656, 90 222 224 177 174 171 154 37 220 22 198 6 89 91 88 0
2657, 225 222 224 172 173 154 106 43 36 68 69 64 0
2658, 225 222 224 172 173 54 129 184 65 66 64 0
2659, 225 80 222 164 94 154 54 113 162 65 66 64 0
2660, 225 222 164 174 171 178 198 18 65 66 67 0
2661, 225 222 170 94 154 106 48 62 22 198 6 194 68 66 67 0
2662, 222 179 217 172 173 154 54 220 50 204 22 42 187 68 69 64 0
2663, 225 222 139 53 154 54 198 89 91 88 0
2664, 225 222 123 224 154 43 36 51 68 66 72 229
2665, 124 225 90 222 170 172 173 154 106 50 204 33 22 199 68 69 67 1
2666, 226 140 179 174 171 154 54 50 204 6 84 187 68 66 64 1
2667, 225 59 89 91 88 0
2668, 225 222 174 171 154 13 115 68 66 64 0
2669, 225 90 222 224 217 53 94 172 173 154 54 214 77 78 81 50 204 22 198 43 6 187 205 68 69 67 1
2670, 222 123 174 171 54 37 78 81 50 204 22 198 43 6 6 68 69 64 0
2671, 71 225 90 164 170 172 173 154 50 204 48 62 22 6 187 199 68 69 67 1
2672, 222 174 53 171 154 54 50 204 113 68 69 64 0
2673, 222 224 139 5 198 113 162 65 66 88 0
2674, 71 225 90 222 174 172 173 154 22 113 68 69 67 1
2675, 23 92 225 80 222 224 139 175 154 54 198 6 98 65 66 88 229
2676, 222 154 54 50 204 33 198 6 68 69 67 1
2677, 222 140 54 218 65 66 88 0
2678, 225 222 224 154 33 43 3 68 69 64 0
2679, 225 222 140 224 139 154 54 33 130 68 66 64 0
2680, 105 222 224 181 217 177 174 170 154 37 103 77 50 204 48 62 22 198 6 68 69 133 1
2681, 225 222 224 217 94 172 173 154 106 33 198 113 113 162 68 66 64 0
2682, 92 226 80 222 224 214 113 162 68 66 64 0
2683, 222 224 217 172 173 154 54 48 62 33 206 68 69 67 0
2684, 225 222 224 139 154 109 68 69 64 0
2685, 92 225 222 224 53 154 54 5 50 204 198 6 89 91 88 0
2686, 225 90 222 170 172 173 154 54 50 204 113 68 66 67 0
2687, 222 164 139 175 53 94 172 173 5 50 204 198 6 98 187 65 66 64 0
2688, 225 105 222 224 139 154 77 50 204 40 33 146 14 84 68 66 64 0
2689, 225 222 140 224 154 206 68 66 64 0
2690, 154 115 68 69 64 0
2691, 225 222 140 224 154 54 33 198 146 49 65 91 72 229
2692, 224 174 171 84 68 69 64 0
2693, 23 92 225 80 222 164 224 139 175 94 154 106 6 15 98 65 66 64 0
2694, 226 222 179 224 113 89 91 88 0
2695, 23 225 222 224 54 206 65 66 88 0
2696, 140 174 154 50 204 6 134 69 67 1
2697, 105 222 224 174 154 37 77 50 204 48 62 22 19 198 6 68 69 67 0
2698, 222 224 54 19 206 65 66 88 0
2699, 226 80 222 140 154 115 68 66 88 0
2700, 226 225 222 224 139 154 218 68 66 88 0
2701, 23 225 158 80 222 224 139 154 214 5 50 204 6 59 98 89 66 67 0
2702, 225 224 174 171 172 173 154 54 220 187 68 66 67 1
2703, 225 225 222 164 217 174 171 94 172 173 154 214 106 50 204 22 19 113 113 65 66 67 0
2704, 8 71 90 222 140 181 174 170 172 173 154 54 37 220 78 81 6 6 134 135 133 230
2705, 226 225 222 224 139 214 106 50 204 6 84 113 68 66 88 0
2706, 92 226 225 222 140 224 139 154 54 162 65 66 72 229
2707, 225 90 170 94 154 214 22 6 89 91 88 0
2708, 225 80 222 164 224 94 172 173 154 54 50 204 209 129 184 196 89 91 64 0
2709, 92 225 222 164 224 94 172 173 154 54 5 50 204 198 6 89 66 64 0
2710, 92 225 222 224 139 174 172 173 154 54 178 214 7 48 62 33 198 6 194 89 91 88 0
2711, 222 140 174 154 54 43 84 206 68 66 88 0
2712, 170 94 154 178 214 106 7 78 81 50 204 22 6 89 91 88 0
2713, 224 172 173 103 220 50 204 84 84 68 66 64 0
2714, 225 140 154 84 68 69 64 1
2715, 226 222 224 139 172 173 13 13 129 184 65 91 72 229
2716, 71 225 90 164 174 170 94 172 173 154 54 106 103 50 204 33 146 84 68 69 64 1
2717, 225 222 224 139 172 173 154 33 19 209 130 65 66 88 0
2718, 222 164 224 172 173 50 204 198 146 6 27 45 187 68 66 64 0
2719, 225 105 222 140 224 139 154 54 5 48 62 40 33 146 43 43 6 84 84 68 91 64 229
2720, 71 90 222 140 177 172 173 154 54 37 7 78 81 22 198 6 194 68 69 67 1
2721, 90 224 217 174 170 154 106 84 68 69 67 1
2722, 222 140 40 14 68 66 64 229
2723, 222 53 154 50 204 33 198 43 6 68 69 67 0
2724, 225 222 164 177 174 171 94 172 173 154 54 103 78 81 50 204 48 62 22 6 68 69 67 1
2725, 222 154 198 36 51 65 66 72 229
2726, 222 224 209 36 51 65 66 72 0
2727, 226 222 179 224 139 50 204 187 68 66 88 0
2728, 71 225 90 222 164 179 224 181 217 174 170 154 136 106 37 103 22 42 187 68 69 67 1
2729, 68 66 72 229
2730, 225 222 140 224 154 54 50 204 198 187 68 66 64 0
2731, 225 140 224 139 78 81 48 62 40 209 14 68 66 88 229
2732, 123 154 33 22 115 200 68 69 64 0
2733, 225 90 222 217 172 173 22 113 68 69 67 1
2734, 130 68 66 64 0
2735, 71 90 140 177 174 78 81 113 68 69 67 1
2736, 139 113 127 68 66 64 0
2737, 225 158 80 222 164 224 139 154 50 204 6 15 98 89 91 64 0
2738, 71 225 90 181 217 174 170 172 173 154 136 22 84 134 69 67 230
2739, 71 225 90 105 222 224 181 217 177 170 172 173 154 136 106 37 220 77 22 198 6 6 68 69 67 1
2740, 225 222 224 139 172 173 206 65 66 88 0
2741, 226 225 222 140 224 174 171 54 209 110 206 65 66 72 229
2742, 71 225 222 224 174 154 103 50 204 48 62 146 49 87 65 66 88 0
2743, 225 174 172 173 154 54 33 130 68 66 64 0
2744, 226 225 222 224 139 174 154 198 109 65 91 72 229
2745, 164 174 53 171 94 154 214 5 106 48 62 22 43 113 162 65 66 64 0
2746, 71 90 222 179 181 177 174 171 172 173 154 136 7 220 78 81 6 6 68 69 67 1
2747, 222 140 224 174 172 173 154 37 6 6 89 91 88 0
2748, 225 222 224 139 53 154 54 6 194 89 91 88 0
2749, 225 90 105 222 174 172 173 154 37 103 48 62 19 198 42 187 68 69 67 1
2750, 222 123 174 154 54 214 218 68 66 64 0
2751, 222 224 172 173 154 19 115 117 65 66 64 0
2752, 181 154 136 37 48 62 43 42 65 69 67 1
2753, 225 90 222 224 217 177 170 172 173 154 136 22 36 68 69 67 1
2754, 71 225 90 105 222 181 217 177 174 170 172 173 154 54 37 48 62 22 19 198 6 68 69 67 1
2755, 225 90 174 170 172 173 154 103 50 204 48 62 22 6 187 199 65 66 64 0
2756, 225 222 224 154 36 65 66 88 0
2757, 226 225 222 224 139 172 173 154 54 214 220 78 81 50 204 146 14 84 89 91 88 0
2758, 71 222 224 170 94 172 173 154 54 106 50 204 33 22 198 146 84 84 68 69 64 1
2759, 225 222 179 224 139 154 50 204 48 62 113 65 66 72 229
2760, 8 222 140 123 224 172 173 54 37 220 50 204 48 62 33 198 6 68 69 67 1
2761, 92 80 222 140 179 224 174 171 172 173 154 54 214 50 204 48 62 198 113 65 66 64 0
2762, 225 222 224 139 171 172 173 154 7 220 78 81 50 204 198 6 65 66 64 0
2763, 92 225 222 179 224 172 173 154 54 220 48 62 19 198 6 89 66 64 0
2764, 225 90 222 170 154 50 204 22 187 199 68 69 64 1
2765, 226 225 222 140 154 115 65 66 64 0
2766, 225 164 175 94 106 6 89 91 88 0
2767, 225 222 224 154 54 22 218 68 69 64 0
2768, 225 50 204 22 198 84 65 66 64 0
2769, 225 80 222 140 164 224 139 171 94 154 54 22 198 6 6 98 68 66 67 0
2770, 222 224 178 50 204 63 65 91 88 0
2771, 225 222 106 33 113 162 68 69 67 229
2772, 222 217 172 173 220 113 187 68 66 64 0
2773, 226 225 222 140 224 154 54 50 204 209 113 68 66 64 0
2774, 71 90 177 174 171 172 173 154 54 78 81 50 204 48 62 42 113 68 69 67 1
2775, 225 222 179 224 139 174 172 173 154 70 54 220 198 6 187 65 66 67 0
2776, 124 174 172 173 154 95 89 91 88 0
2777, 225 222 224 139 154 50 204 15 120 65 66 72 229
2778, 225 222 54 218 65 66 88 0
2779, 222 224 174 94 172 173 154 54 214 50 204 22 198 84 199 89 91 88 0
2780, 224 172 173 154 209 36 51 65 66 64 0
2781, 80 222 164 174 171 172 173 50 204 113 65 66 64 0
2782, 225 80 222 164 139 174 53 94 172 173 154 54 5 106 103 48 62 198 113 162 65 66 64 0
2783, 92 225 80 222 224 139 154 54 178 214 6 98 89 91 88 0
2784, 225 222 224 154 5 36 65 91 72 229
2785, 222 224 154 193 89 91 88 0
2786, 225 222 172 173 154 54 220 50 204 6 199 68 69 64 1
2787, 225 222 224 139 174 172 173 154 33 129 184 129 65 66 88 229
2788, 174 154 220 43 113 127 68 69 67 0
2789, 225 222 164 224 139 53 94 172 173 154 54 5 106 113 162 65 91 64 0
2790, 222 164 224 139 54 178 106 220 50 204 48 62 198 6 65 66 64 0
2791, 222 224 172 173 154 54 50 204 48 62 113 89 91 88 0
2792, 225 222 164 224 139 94 172 173 33 198 15 65 66 64 0
2793, 222 224 154 36 51 65 66 88 229
2794, 154 22 6 194 68 69 67 1
2795, 226 222 224 154 54 33 198 146 15 89 91 88 0
2796, 8 222 181 174 171 154 70 54 220 198 6 68 69 67 1
2797, 225 222 140 164 224 172 173 154 70 54 50 204 48 62 113 162 65 66 64 0
2798, 225 222 224 5 36 51 65 66 88 0
2799, 222 224 154 54 50 204 198 146 84 84 68 69 67 1
2800, 23 92 225 158 80 222 224 139 178 5 50 204 6 98 89 91 64 0
2801, 222 224 54 206 65 66 88 0
2802, 154 54 209 113 68 69 64 0
2803, 164 181 172 173 154 5 136 48 62 42 65 66 67 1
2804, 222 164 224 174 53 171 94 154 5 106 50 204 198 146 84 65 66 64 0
2805, 222 224 154 115 218 65 66 88 0
2806, 225 222 174 171 154 50 204 33 113 68 66 67 0
2807, 71 90 105 222 224 217 174 171 172 173 154 214 136 37 33 22 198 84 84 68 69 67 1
2808, 36 65 91 72 229
2809, 222 164 224 139 94 54 214 50 204 198 6 196 205 89 91 88 0
2810, 225 222 224 154 5 36 51 68 66 64 0
2811, 222 224 154 54 218 89 91 88 0
2812, 225 222 224 174 154 54 218 68 66 88 0
2813, 226 224 139 65 91 72 229
2814, 225 90 105 222 224 181 177 174 171 154 54 136 37 103 77 50 204 22 198 6 68 69 67 1
2815, 225 222 179 224 154 50 204 6 187 65 66 88 0
2816, 222 224 139 193 206 65 66 88 229
2817, 225 222 139 33 13 129 184 68 66 64 0
2818, 225 222 139 172 173 154 54 50 204 22 6 68 66 67 0
2819, 139 175 154 214 50 204 48 62 6 98 65 66 88 0
2820, 222 224 172 173 154 5 22 13 117 68 66 64 0
2821, 222 174 171 154 70 54 84 187 68 66 67 0
2822, 8 71 225 90 222 179 181 170 94 154 70 54 136 106 220 78 81 84 134 135 133 1
2823, 225 222 179 217 172 173 154 54 220 50 204 48 62 33 84 68 69 67 1
2824, 222 164 174 171 94 50 204 19 198 113 65 66 64 0
2825, 222 224 154 106 33 36 68 66 88 0
2826, 226 225 222 140 224 154 214 36 89 91 88 0
2827, 189 92 225 222 140 224 154 113 162 65 66 64 229
2828, 225 222 123 224 154 54 50 204 22 198 43 113 187 196 68 69 64 0
2829, 71 90 181 177 172 173 154 37 103 22 6 187 134 69 67 1
2830, 222 224 174 171 154 3 68 66 88 0
2831, 225 90 222 177 94 154 214 37 50 204 33 22 198 196 197 205 65 66 64 0
2832, 226 222 123 154 198 13 36 51 68 66 72 229
2833, 224 154 54 218 68 66 88 0
